gameId,playId,closest_distance,closest_score
2018090600,75,1.081711606667879,0.2175438596491228
2018090600,190,0.5239274758971912,0.2121212121212121
2018090600,320,0.6020797289396163,0.2255639097744361
2018090600,492,6.7700886257123685,0.1644736842105263
2018090600,521,1.535838533179839,0.03508771929824561
2018090600,752,0.6717886572427393,0.2255639097744361
2018090600,949,13.281505938710414,0.1497076023391813
2018090600,992,2.5947061490658307,0.3361034164358264
2018090600,1037,0.3811823710509207,0.2255639097744361
2018090600,1061,0.5707889277132138,0.2255639097744361
2018090600,1085,3.788931247726725,0.23429541595925296
2018090600,1202,0.23430749027720352,0.08502024291497975
2018090600,1344,2.0322647465327917,0.08502024291497975
2018090600,1423,0.4459820624195563,0.2121212121212121
2018090600,1473,0.7930952023559256,0.011695906432748536
2018090600,1680,0.47759815745038603,0.08502024291497975
2018090600,1750,3.0594280511232785,0.19883040935672516
2018090600,1869,1.2873616430514037,0.12475633528265108
2018090600,1916,1.2123530838827445,0.2175438596491228
2018090600,2116,6.4979073554491364,0.23429541595925296
2018090600,2260,1.0499999999999972,0.08502024291497975
2018090600,2382,2.47606542724541,0.19883040935672516
2018090600,2450,1.3713132391981055,0.2121212121212121
2018090600,2575,2.300630348404541,0.1644736842105263
2018090600,2624,1.2619429464123955,0.1116427432216906
2018090600,2648,2.7499999999999996,0.2444444444444444
2018090600,2736,3.3440843290802293,0.19883040935672516
2018090600,2811,1.8469434208984326,0.1116427432216906
2018090600,2980,1.0435037134576932,0.12475633528265108
2018090600,3279,3.0520321099228322,0.1644736842105263
2018090600,3507,1.011385188738692,0.12475633528265108
2018090600,3791,0.7121797525905967,0.06892230576441102
2018090600,3844,8.969827200119296,0.011695906432748536
2018090600,3904,1.1651609330903618,0.19883040935672516
2018090600,3950,7.870406596866507,0.04912280701754386
2018090600,3979,1.8228000438885228,0.1116427432216906
2018090600,4142,0.9302150289046003,0.1497076023391813
2018090600,4166,2.021410398706804,0.12475633528265108
2018090600,4258,1.7578680269007667,0.2121212121212121
2018090600,4282,0.5186520991955968,0.12475633528265108
2018090600,4325,0.9472592042308163,0.06892230576441102
2018090600,1715,1.3389921583041442,0.19883040935672516
2018090600,3626,0.458802789878177,0.08502024291497975
2018090901,72,5.928709809056266,0.037151702786377715
