principal component 1,principal component 2
0.8513318336453283,0.24888642935783625
1.8257236427732677,0.3133681403378415
1.6440889071535996,0.477598096899722
-0.037139441253072385,-0.38714513598109607
0.1827362627615396,0.3521800453513832
0.9508320057843603,-0.5107533355167477
0.9373175735981347,-0.6850824456287603
0.30819872838867085,-0.6029856544259161
0.18719372737228807,0.3011818634898102
1.6152396026187936,-0.7549486041049842
2.8226588824452774,0.9233506118458987
3.4139799681730825,1.4199944599591694
2.7291914181074546,-0.18533837947295778
-0.3855585167318202,0.39844575842246277
1.5756265131355152,0.8183455459246142
3.090318442768099,1.4579758957344866
0.05589641578802454,1.1502001719098198
-0.4498828654440793,0.13732535654181863
0.021081367644893902,0.16319677058767218
0.9312405374345241,-0.0005378198919373544
0.577058497564666,0.527781546043324
0.119019820278541,-1.3356971338290975
0.2561043485175225,-1.1168472698065492
-0.06816890011210353,1.3414633704797452
-0.6781139629182436,1.5058293888834937
-2.0392252986718953,1.178595950405415
-0.10334424981123741,-0.5383401073023414
1.1341100714603538,1.011345863123048
3.870343310563765,0.05519828717629792
1.524070388769947,-0.8303777964453727
0.036892014422568696,0.4083362193567579
-0.4269678390635329,-0.6300385611565948
-0.1381773436189863,0.4832338826154531
-0.3065342337703773,0.49066315548588335
-1.7989283323708327,0.49313192941498096
-0.8455285646439529,0.10556586259290716
0.8725052165922601,0.29914611859565354
0.9805675645540876,-0.08209729470293478
-0.5410917905694371,0.8378059596200974
-1.0151243331230058,0.4201984516318359
-0.7489832895667868,-0.4860675399829441
-1.1391082533513635,0.12838858020841815
-0.9525866725701925,0.33708681104757415
-1.296927054535931,0.4837351490153784
-2.916368272361334,-0.13097952122925388
-0.45114718886495336,0.4481894347466719
1.5452095799327306,0.624062265902089
-0.12153017692892311,1.019144463818841
2.1082980124016664,-0.31147093650540036
-0.2514258851618983,0.40405470914032765
0.6354433731117044,0.2377162936100051
-0.8496439058954298,-0.21932185088024167
1.3761572503295263,0.044817920453269204
0.7444094975279719,0.3301945272932294
1.0249495452606256,0.2573175376553085
1.3257421603203812,0.9983878557432143
1.3890319624494705,0.2720025272454621
-0.47084284361770334,-0.01044404605286279
-1.5866979728195776,1.3738961225044444
3.5953591790197583,-0.05553925853217884
-0.745189113566138,1.219149058907171
1.0812380093414076,-1.2274353917486076
-0.5790868032244084,0.9982481291056733
-1.679258471463797,-0.37189200717162196
0.6588182638874163,0.9490594005257276
-0.9819670692804842,0.35069290862944313
2.9972194387502458,1.550808761794023
5.715146464614436,5.455401262642407
0.4201762169212538,0.10020787856907541
0.2676552690857229,-0.06082536702248033
5.244851862830751,0.9858099325927716
1.0996003378793755,1.880584610594506
3.9319008403520894,1.413366018824281
-1.429384808302672,2.2041489960382945
-0.06834738113031076,1.343668969124138
0.14788981227407513,1.322167589191954
2.1723757732184326,1.322996632387126
1.7519281879514579,1.0851280833434733
0.6188358120622269,-0.2465639663737044
1.7446790083811134,1.1465210597473712
1.0900517468144064,1.7685048468815414
1.502823863724541,-0.5939681081502757
0.5879409806204368,-0.3454793133586591
2.2728765088021072,1.8650912651314862
2.5010044729985315,1.80265566255715
-0.660634799574905,0.8422426800398315
3.2555874826587936,0.5893620934687267
3.13205820719988,1.6995533887016316
-0.4189900279896692,1.5274140255264959
1.4474358216484768,1.29969878096229
