gameId,playId,tacklers_agg
2018090600,75,0.22113084053168394
2018090600,190,0.4466039617175411
2018090600,320,0.3900413315318114
2018090600,492,0.02429417003285092
2018090600,521,0.06719331061319186
2018090600,752,0.3803474478865058
2018090600,949,0
2018090600,992,0.12953428909737366
2018090600,1037,0.6439897790180422
2018090600,1061,0.45427592965028746
2018090600,1085,0.061836808493113994
2018090600,1202,0.3949076990000855
2018090600,1344,0.1756729394602024
2018090600,1423,0.4772081804288578
2018090600,1473,0.06053057867182896
2018090600,1680,0.17801627076798732
2018090600,1750,0.12696988966442035
2018090600,1869,0.09690853844840679
2018090600,1916,0.19350665886495513
2018090600,2116,0.048036290705633686
2018090600,2260,0.16086651071201447
2018090600,2382,0.1442890808791741
2018090600,2450,0.15468472560306712
2018090600,2575,0.11750393373690998
2018090600,2624,0.08846893081742098
2018090600,2648,0.11592221879929376
2018090600,2736,0.10603430970048738
2018090600,2811,0.1289490691244433
2018090600,2980,0.17283705090092463
2018090600,3279,0.06219638321338937
2018090600,3507,0.1613266929212564
2018090600,3791,0.14197819068641304
2018090600,3844,0.0013039165829853427
2018090600,3904,0.18314757985567703
2018090600,3950,0.040761642020778616
2018090600,3979,0.06124793753215334
2018090600,4142,0.21608826285811575
2018090600,4166,0.08309010015021294
2018090600,4258,0.1386061050277292
2018090600,4282,0.2587214099233015
2018090600,4325,0.09987005632041444
2018090600,1715,0.14849258684871403
2018090600,3626,0.338416379267717
2018090901,72,0.024500921783748866
2018090901,157,0.059922293209151815
2018090901,339,0
2018090901,439,0.08635959643992311
2018090901,680,0.09764569667857162
2018090901,865,0.04474862059574374
2018090901,977,0.04986937330971665
2018090901,1112,0.029002785814550982
2018090901,1136,0.05993194717725662
2018090901,1306,0.19848242545615918
2018090901,1452,0.14831156914537288
2018090901,1563,0.014578116829741845
2018090901,1742,0.05236214927392789
2018090901,1766,0.028418107378441027
2018090901,1849,0.2816676240769061
2018090901,2324,0.06352040961069574
2018090901,2522,0.137208925618917
2018090901,2800,0.07933126998556644
2018090901,2972,0.11312063341847287
2018090901,3038,0.1201996937992777
2018090901,3267,0.07836080432197055
2018090901,3325,0.096439598590754
2018090901,3837,0.12953448995691055
