nflId,score
2552689.0,0.6363636363636364
2539653.0,0.7142857142857143
2555255.0,0.6842105263157895
79848.0,0.4
2556445.0,0.5806451612903226
2539334.0,0.6666666666666666
2552315.0,0.375
2555383.0,0.4444444444444444
2557980.0,0.6
2560916.0,0.64
2552389.0,0.5882352941176471
496733.0,0.5277777777777778
2543637.0,0.45
2556475.0,0.40625
2539311.0,0.6153846153846154
2556559.0,0.7083333333333334
2555386.0,0.6071428571428571
2558976.0,0.38
2552386.0,0.5357142857142857
2560970.0,0.45454545454545453
2558851.0,0.6842105263157895
2533060.0,0.47368421052631576
2543474.0,0.6153846153846154
2555528.0,0.41935483870967744
2560789.0,0.574468085106383
2560966.0,0.5357142857142857
2560725.0,0.6818181818181818
2550613.0,0.6551724137931034
496739.0,0.72
2539309.0,0.631578947368421
2539935.0,0.5
2558065.0,0.68
2560713.0,0.5
2557969.0,0.5
2539290.0,0.5769230769230769
2560766.0,0.42105263157894735
2558067.0,0.42857142857142855
4365.0,0.5517241379310345
2540164.0,0.6296296296296297
2558094.0,0.6
2495872.0,0.5357142857142857
496735.0,0.5172413793103449
71251.0,0.6206896551724138
2533062.0,0.6666666666666666
2556571.0,0.5217391304347826
494287.0,0.6666666666666666
2540180.0,0.5172413793103449
2555280.0,0.7142857142857143
2539237.0,0.72
2532848.0,0.5
2532875.0,0.5526315789473685
2555277.0,0.625
2540143.0,0.625
2543711.0,0.6052631578947368
2555329.0,0.75
2553822.0,0.45161290322580644
2541162.0,0.6666666666666666
2552454.0,0.5555555555555556
2539338.0,0.7368421052631579
2552592.0,0.6363636363636364
2532828.0,0.5757575757575758
2558847.0,0.5263157894736842
2555530.0,0.75
2533008.0,0.6857142857142857
2558163.0,0.6190476190476191
2558061.0,0.5714285714285714
2543830.0,0.36363636363636365
2558009.0,0.3783783783783784
2532920.0,0.53125
2553796.0,0.5217391304347826
2532804.0,0.7916666666666666
2495807.0,0.7419354838709677
2539943.0,0.5217391304347826
2495281.0,0.5555555555555556
2557840.0,0.6451612903225806
2533056.0,0.5
2560753.0,0.4838709677419355
2555310.0,0.4857142857142857
2505708.0,0.6153846153846154
2541832.0,0.6470588235294118
2552447.0,0.5
80668.0,0.6818181818181818
2556480.0,0.5714285714285714
2552385.0,0.6666666666666666
2555161.0,0.625
2558176.0,0.6129032258064516
2532961.0,0.46153846153846156
2543470.0,0.5238095238095238
2560952.0,0.8571428571428571
2553500.0,0.5925925925925926
2543681.0,0.4482758620689655
2495108.0,0.64
2540288.0,0.8260869565217391
71441.0,0.5652173913043478
2552262.0,0.5897435897435898
2532877.0,0.7096774193548387
2557979.0,0.48148148148148145
2495343.0,0.46153846153846156
2553353.0,0.5833333333333334
2543872.0,0.68
2555322.0,0.6956521739130435
2533059.0,0.6
2543597.0,0.6923076923076923
2556593.0,0.7037037037037037
2552488.0,0.7307692307692307
2541200.0,0.6071428571428571
2558183.0,0.56
2543492.0,0.5714285714285714
2558062.0,0.47368421052631576
2532986.0,0.5333333333333333
2540197.0,0.6
2540155.0,0.6666666666666666
2560755.0,0.5454545454545454
2550164.0,0.6333333333333333
2557867.0,0.6363636363636364
2541958.0,0.3888888888888889
2557927.0,0.42857142857142855
2555175.0,0.5428571428571428
2552265.0,0.6666666666666666
2555349.0,0.5555555555555556
2307.0,0.5862068965517241
2543592.0,0.6666666666666666
2530794.0,0.5769230769230769
2543811.0,0.4857142857142857
2557961.0,0.4090909090909091
2555158.0,0.6
2532800.0,0.4594594594594595
2495507.0,0.6111111111111112
2560917.0,0.3548387096774194
2557855.0,0.5238095238095238
2550654.0,0.5714285714285714
2558157.0,0.6666666666666666
2543855.0,0.4782608695652174
2555550.0,0.7428571428571429
2550930.0,0.5714285714285714
2543505.0,0.625
2530510.0,0.8518518518518519
494307.0,0.5416666666666666
2543699.0,0.36363636363636365
89756.0,0.6666666666666666
2552568.0,0.5909090909090909
2555531.0,0.5263157894736842
2555522.0,0.6111111111111112
2560908.0,0.7083333333333334
2495775.0,0.6842105263157895
2558184.0,0.46153846153846156
2552484.0,0.48
2561132.0,0.4444444444444444
2558136.0,0.5454545454545454
2552312.0,0.5789473684210527
2556148.0,0.4666666666666667
2560877.0,0.6875
2557887.0,0.3793103448275862
2553637.0,0.5217391304347826
2560712.0,0.47619047619047616
2560930.0,0.2777777777777778
2558159.0,0.41379310344827586
2539233.0,0.5757575757575758
2532966.0,0.625
2560760.0,0.43333333333333335
2543464.0,0.4444444444444444
2540152.0,0.5714285714285714
2559164.0,0.5357142857142857
2539243.0,0.7619047619047619
2558168.0,0.75
2508107.0,0.4482758620689655
2561527.0,0.5714285714285714
