gameId,playId,yac
2018090600,75,1.759999999999991
2018090600,190,5.569999999999997
2018090600,320,0
2018090600,492,31.910000000000004
2018090600,521,0.3099999999999987
2018090600,752,0
2018090600,949,0
2018090600,992,1.3599999999999994
2018090600,1037,0
2018090600,1061,0
2018090600,1085,2.5
2018090600,1202,0
2018090600,1344,0
2018090600,1423,0.17999999999999972
2018090600,1473,0.9899999999999949
2018090600,1680,0.8599999999999994
2018090600,1750,2.089999999999989
2018090600,1869,0.6300000000000026
2018090600,1916,1.519999999999996
2018090600,2116,5.77000000000001
2018090600,2260,1.539999999999992
2018090600,2382,0
2018090600,2450,0
2018090600,2575,0.3299999999999983
2018090600,2624,1.9299999999999926
2018090600,2648,3.0900000000000034
2018090600,2736,4.589999999999996
2018090600,2811,5.870000000000001
2018090600,2980,1.2999999999999972
2018090600,3279,0.4399999999999977
2018090600,3507,0.5300000000000011
2018090600,3791,0
2018090600,3844,12.379999999999995
2018090600,3904,0.13000000000000256
2018090600,3950,7.039999999999992
2018090600,3979,2.910000000000011
2018090600,4142,0.5900000000000034
2018090600,4166,15.159999999999997
2018090600,4258,0.21999999999999886
2018090600,4282,2.0100000000000016
2018090600,4325,1.3200000000000003
2018090600,1715,0
2018090600,3626,0.1599999999999966
2018090901,72,9.570000000000004
2018090901,157,1.5700000000000074
2018090901,339,8.649999999999999
2018090901,439,2.1400000000000006
2018090901,680,5.590000000000003
2018090901,865,14.299999999999997
2018090901,977,16.619999999999997
2018090901,1112,3.5500000000000007
2018090901,1136,5.52
2018090901,1306,1.980000000000004
2018090901,1452,4.070000000000007
2018090901,1563,16.25
2018090901,1742,11.260000000000005
2018090901,1766,15.08999999999999
2018090901,1849,2.4299999999999997
2018090901,2324,60.77
2018090901,2522,1.6700000000000017
2018090901,2800,9.899999999999991
2018090901,2972,0
2018090901,3038,17.25
2018090901,3267,1.9399999999999977
2018090901,3325,0
2018090901,3837,4.049999999999997
2018090901,4020,1.4899999999999949
2018090901,4161,11.060000000000002
2018090901,4311,0.28000000000000114
2018090901,4414,0
2018090901,4438,0
2018090901,4596,0.5999999999999943
2018090901,4688,19.730000000000004
2018090901,4809,2.200000000000003
2018090901,4924,6.210000000000004
2018090901,5005,0.6400000000000006
2018090901,5050,5.270000000000003
2018090901,5150,7.6299999999999955
2018090901,5323,0
2018090902,210,16.479999999999997
2018090902,260,24.460000000000008
2018090902,305,0.9399999999999977
2018090902,437,0
2018090902,482,1.0699999999999932
2018090902,527,4.340000000000003
2018090902,551,5.549999999999997
2018090902,575,0.6499999999999986
2018090902,695,8.25
2018090902,797,12.580000000000002
2018090902,821,5.690000000000005
