gameId,playId,nflId,play_score
2018090600,75,2495454.0,7.313276418173902
2018090600,190,2495454.0,4.240690862038841
2018090600,320,2552600.0,6.713519584104511
2018090600,492,2552453.0,16.614955687143816
2018090600,521,2555415.0,4.725425268963395
2018090600,752,2552600.0,-0.5387141558810029
2018090600,949,2543583.0,20
2018090600,992,2552600.0,12.59470614906583
2018090600,1037,2552600.0,6.81479721808676
2018090600,1061,2552600.0,0.9384859258194131
2018090600,1085,2553502.0,13.788931247726726
2018090600,1202,2506467.0,3.147191371105185
2018090600,1344,2540158.0,0.6148265796281827
2018090600,1423,2495454.0,6.746975439013756
2018090600,1473,2533040.0,-2.1694625108605363
2018090600,1680,2552600.0,10.477598157450386
2018090600,1750,2540158.0,3.6974653787746776
2018090600,1869,2495454.0,11.287361643051403
2018090600,1916,2543583.0,6.778085951649956
2018090600,2116,2506467.0,13.595209659846198
2018090600,2260,2540158.0,2.3418569645047898
2018090600,2382,2552600.0,2.2176074266905585
2018090600,2450,2495454.0,11.371313239198106
2018090600,2575,2495454.0,0.6952698878518664
2018090600,2624,2560995.0,11.261942946412395
2018090600,2648,2540158.0,6.879818397944396
2018090600,2736,2532842.0,8.662519713439256
2018090600,2811,2540158.0,4.225272311765094
2018090600,2980,2555415.0,4.355391691874251
2018090600,3279,2533040.0,7.276165157069905
2018090600,3507,2495454.0,4.251826677045889
2018090600,3791,2533040.0,5.524923252923857
2018090600,3844,2543583.0,15.515086399940351
2018090600,3904,2552600.0,6.699906181119318
2018090600,3950,2506467.0,13.002190804607501
2018090600,3979,2506467.0,11.822800043888522
2018090600,4142,2555415.0,4.874831613567803
2018090600,4166,2495454.0,6.079640925833026
2018090600,4258,2495454.0,10.088562782195652
2018090600,4282,2495454.0,1.1619249806386112
2018090600,4325,2533040.0,6.957735181812302
2018090600,1715,2506467.0,9.359232146865565
2018090600,3626,2540158.0,10.257050476464055
2018090901,72,2557978.0,11.118091345698357
2018090901,157,2557986.0,6.285223425541322
2018090901,339,2557978.0,20
2018090901,439,2558149.0,9.739076992674121
2018090901,680,2558149.0,13.930357014001135
2018090901,865,2543743.0,10.53271044047292
2018090901,977,2552633.0,14.788787845281753
2018090901,1112,2552633.0,12.90353233148866
2018090901,1136,2508061.0,12.169576132514944
2018090901,1306,2543488.0,7.468829787315867
2018090901,1452,2543488.0,-2.86372315203148
2018090901,1563,2540928.0,18.533469399956857
2018090901,1742,2508061.0,11.319744372442198
2018090901,1766,2557978.0,14.406549133084484
2018090901,1849,2558149.0,7.57920708697873
2018090901,2324,2558149.0,5.189669317283222
2018090901,2522,2557986.0,-3.0660192386287353
2018090901,2800,2543488.0,13.289559240992634
2018090901,2972,2540151.0,11.116646765991822
2018090901,3038,2508061.0,5.8098002908970425
2018090901,3267,2543488.0,7.291425431539377
2018090901,3325,2557986.0,12.705993348107127
2018090901,3837,2558149.0,10.80281181735116
2018090901,4020,2508061.0,-0.3569734166394678
2018090901,4161,2555468.0,6.066303347418096
2018090901,4311,2508061.0,9.07171273884901
2018090901,4414,2543488.0,5.808391104024233
2018090901,4438,2543488.0,11.097314904665023
2018090901,4596,2543488.0,12.036206592362785
2018090901,4688,2557978.0,15.916882318619752
2018090901,4809,2508061.0,10.818897138911229
2018090901,4924,2552461.0,15.391277291916989
2018090901,5005,2508061.0,1.6547813859306473
2018090901,5050,2552633.0,7.036409744616652
2018090901,5150,2557978.0,9.0171700611453
2018090901,5323,2508061.0,2.849742122080566
2018090902,210,2540148.0,20
2018090902,260,2557976.0,20
2018090902,305,2495450.0,9.597681331849232
2018090902,437,2543759.0,6.873744086117665
2018090902,482,2543759.0,2.4367363623608287
2018090902,527,2556396.0,4.618780730670108
2018090902,551,2556396.0,13.312712599647174
2018090902,575,2543759.0,2.9093067690897465
2018090902,695,2560933.0,11.047158321446112
2018090902,797,2557976.0,20
2018090902,821,2552586.0,16.523504501641384
2018090902,845,2495450.0,11.898049970750442
2018090902,885,2532865.0,18.14691352599253
2018090902,1011,2543466.0,16.649586453306704
2018090902,1040,2532865.0,4.35861881810745
2018090902,1182,2555466.0,6.510703524982791
2018090902,1206,2540156.0,18.489599519411968
2018090902,1326,2532865.0,7.293517763351645
2018090902,1406,2560742.0,7.999122715821987
2018090902,1472,2550405.0,15.377342511359872
2018090902,1517,2543759.0,1.1575271766966644
2018090902,1614,2552559.0,16.310357075525463
2018090902,1815,2540232.0,11.70617495969549
2018090902,1839,2560742.0,19.45562266590625
2018090902,1863,2560742.0,8.37446171510356
2018090902,1904,2543466.0,11.328231907461943
2018090902,2002,2560742.0,20
2018090902,2043,2540232.0,2.2297383830932453
2018090902,2316,2540148.0,19.495983361400754
2018090902,2382,2543759.0,2.6630399656058312
2018090902,2406,2543759.0,20
2018090902,2457,2560933.0,10.591290646946083
2018090902,2481,2543466.0,-2.3562482294278286
2018090902,2527,2560933.0,17.385661784836884
2018090902,2558,2540232.0,6.23793163050852
2018090902,2582,2532865.0,0.40421332357851103
2018090902,2662,2557976.0,16.840014619867414
2018090902,2686,2495450.0,6.999360838213176
2018090902,2710,2555466.0,16.553734245579896
2018090902,2955,2558877.0,5.614438816490542
2018090902,3299,2557976.0,17.80158958161733
2018090902,3480,2532865.0,8.745745416584729
2018090902,3597,2495450.0,3.66502246537191
2018090902,3674,2540148.0,-1.3179083192461754
2018090902,3698,2555466.0,16.230583599547536
2018090902,3727,2557976.0,14.752693972895793
2018090902,3751,2495450.0,10.415781220751262
2018090902,3962,2540232.0,6.119295314782013
2018090902,3986,2540232.0,10.347003759602377
2018090902,4031,2556396.0,10.84881044033537
2018090902,4055,2543759.0,8.339603383577838
2018090902,4096,2543759.0,12.11366979445702
2018090902,4120,2560742.0,14.946832906649504
2018090902,4144,2560742.0,20
2018090902,4173,2560742.0,11.00404183179786
2018090902,4219,2540232.0,1.9500371336688662
2018090902,4300,2540232.0,9.713271651309583
2018090903,79,2495966.0,11.207476707849885
2018090903,149,2557848.0,9.945528168056665
2018090903,194,2557848.0,13.288236609491467
2018090903,333,2649.0,11.378975288594775
2018090903,382,2649.0,1.1966691481586693
2018090903,424,2557848.0,12.33934349675523
2018090903,451,2555317.0,17.000721448249617
2018090903,513,2556075.0,15.43869469634029
2018090903,596,2495234.0,9.061493283138688
2018090903,685,2557848.0,5.328247196575791
2018090903,762,2550272.0,8.418327160017988
2018090903,813,2550272.0,7.041524835116913
2018090903,837,2555230.0,13.17140956533753
2018090903,878,2556190.0,13.01939285240496
2018090903,941,2556190.0,10.943398113205658
2018090903,1074,2540202.0,12.54566297847928
2018090903,1146,2495469.0,6.362617628716578
2018090903,1336,2556190.0,4.25420124779213
2018090903,1444,2550272.0,10.610327780786681
2018090903,1515,2649.0,7.426313945086212
2018090903,1947,2555230.0,5.242379628479928
2018090903,2267,2556190.0,4.377021817381843
2018090903,2381,2649.0,12.878975512226532
2018090903,2405,2560994.0,-5.5136533000040675
2018090903,2556,2540202.0,2.4801855354570588
2018090903,2806,2495966.0,12.384359628066026
2018090903,2894,2557848.0,5.898162084875963
2018090903,3029,2495966.0,2.1040448911682486
2018090903,3086,2495234.0,7.859722389241497
2018090903,3139,2495469.0,20
2018090903,3235,2555230.0,16.87005990472661
2018090903,3264,2540202.0,10.73389372527635
2018090903,3371,2556190.0,9.066880115719279
2018090903,3507,2495469.0,16.410655192724068
2018090903,3661,2540202.0,16.641694061005822
2018090903,3728,2495966.0,11.400442160082182
2018090903,3777,2495469.0,20
2018090903,3999,2557848.0,18.128634499123073
2018090903,4072,2558207.0,1.5702385215346748
2018090903,4096,2495469.0,19.73786424222478
2018090900,71,2552402.0,13.513524425984816
2018090900,95,2552402.0,-0.26538527720386895
2018090900,186,2543847.0,14.662810311389475
2018090900,232,2560957.0,-0.5878273745223279
2018090900,313,2552402.0,-3.3519581205087694
2018090900,622,2495189.0,10.3726981487122
2018090900,797,2560957.0,6.521230618098759
2018090900,853,2550256.0,1.6154614623246495
2018090900,877,2552631.0,8.821871892574707
2018090900,901,2552468.0,2.1169268213014147
2018090900,1260,2495189.0,17.377838436832292
2018090900,1713,2552631.0,5.652773425860633
2018090900,1737,2555209.0,8.897158292274451
2018090900,1823,2543471.0,5.659887752446231
2018090900,2119,71269.0,16.46696219255996
2018090900,2199,2552631.0,4.701373929454922
2018090900,2223,2550256.0,5.4899363473572595
2018090900,2264,2552631.0,18.408144860788255
2018090900,2288,2543847.0,6.551377301038523
2018090900,2312,2550256.0,6.686691544837789
2018090900,2353,2560957.0,3.1528261592471196
2018090900,2440,2559159.0,20
2018090900,2646,2555430.0,11.342013412749663
2018090900,2732,2550256.0,-0.5171520410061495
2018090900,2821,79607.0,15.298733824239708
2018090900,3210,2495453.0,11.674514855114763
2018090900,3748,2543767.0,11.047377677822091
2018090900,3784,2557863.0,5.493905329496691
2018090900,4093,2552468.0,7.067173013230911
2018090900,4503,2557863.0,11.03247275993122
2018090900,4527,2559159.0,15.896580694104
2018090900,4596,2557863.0,9.314756809301805
2018090900,2696,2552402.0,16.025418260999025
2018090905,228,497240.0,1.059554318780883
2018090905,313,2560951.0,12.499479945908746
2018090905,377,2508101.0,13.664423556304595
2018090905,406,2540145.0,14.660321877295601
2018090905,451,2508101.0,6.0692193499920055
2018090905,882,2552424.0,13.160569568922664
2018090905,906,2543603.0,13.492534329145244
2018090905,963,2530515.0,11.770875489694287
2018090905,1047,2539265.0,6.540652572399972
2018090905,1138,2543773.0,17.143647527699
2018090905,1222,2560896.0,8.05840986933584
2018090905,1269,2540165.0,17.118384648218996
2018090905,1441,2543773.0,10.413945989208637
2018090905,1465,497240.0,10.973853680933122
2018090905,1601,2540165.0,5.411171953436643
2018090905,1689,497240.0,3.5730474553189175
2018090905,1951,2555234.0,20
2018090905,2062,497240.0,-1.315271443341258
2018090905,2123,2552424.0,13.133592187889164
2018090905,2169,2552424.0,12.774977477386077
2018090905,2345,2543646.0,9.272966932275635
2018090905,2369,2533034.0,20
2018090905,2433,497240.0,8.733311327731313
2018090905,2471,2540165.0,7.135525726580273
2018090905,2516,2540165.0,4.596279709020918
2018090905,2686,497240.0,11.46536684826702
2018090905,2710,2552424.0,9.9803432853203
2018090905,2777,2552424.0,16.70914524781175
2018090905,2949,2543646.0,11.818231782406812
2018090905,3078,2543646.0,6.888342453437747
2018090905,3125,2540165.0,7.406457308318508
2018090905,3218,2508101.0,16.653675675895247
2018090905,3242,2543773.0,15.60586300225041
2018090905,3305,2543773.0,14.056212783734804
2018090905,3371,497240.0,3.986319982792863
2018090905,3395,2552424.0,18.43192148919806
2018090905,3546,2540165.0,9.068735056354157
2018090905,3621,2560951.0,8.218591306968424
2018090905,3645,2541316.0,0.5596648728777263
2018090905,4142,2508101.0,3.0394395266380734
2018090905,4414,2540165.0,13.115124395590005
2018090907,79,2559153.0,5.497712374198618
2018090907,192,2557895.0,11.578005069700346
2018090907,498,2532835.0,12.321935741817915
2018090907,541,2557973.0,15.098653246300561
2018090907,641,2543496.0,14.087083148006688
2018090907,686,2543496.0,14.659285880060043
2018090907,710,2543496.0,6.48684574483306
2018090907,936,2552471.0,13.58118221710897
2018090907,960,2557895.0,14.98179634049998
2018090907,1005,2557973.0,5.783810164230759
2018090907,1050,2543683.0,13.87412774132623
2018090907,1079,2559153.0,0.8425188669310367
2018090907,1177,2557973.0,1.6334878845709797
2018090907,1268,2557952.0,15.9382748337881
2018090907,1292,2555295.0,7.21901921198735
2018090907,1316,2543496.0,8.042419706647078
2018090907,1358,2557895.0,2.752202166145868
2018090907,1382,2557895.0,10.489999999999995
2018090907,1537,2555295.0,-0.7323812504084346
2018090907,1597,2555295.0,6.308071671934906
2018090907,1638,2555295.0,11.677200047698543
2018090907,1785,2543496.0,8.99297651869179
2018090907,2096,2557952.0,13.727546109708102
2018090907,2200,2543496.0,12.63077935220725
2018090907,2224,2557858.0,12.09976604495024
2018090907,2418,2557858.0,13.806638937435496
2018090907,2463,2559153.0,16.435712889111855
2018090907,2853,2552471.0,2.0076132663264206
2018090907,2957,2560968.0,15.991867641906023
2018090907,3077,2543496.0,9.03137125113956
2018090907,3122,2543614.0,2.158584303470815
2018090907,3332,2543496.0,7.187946082832669
2018090907,3430,2543683.0,12.820599149398943
2018090907,3522,2543496.0,5.215190966228625
2018090907,3567,2560968.0,13.18466001207246
2018090907,3692,2557895.0,0.7270793822749546
2018090907,3777,2543683.0,2.9737631774285003
2018090907,3826,2543496.0,13.655705662686938
2018090907,3871,2543496.0,5.8067184860533505
2018090906,58,2507166.0,11.932045548117332
2018090906,87,2558019.0,8.689483931326382
2018090906,142,2556370.0,12.556657974778794
2018090906,284,1581.0,9.657188708872177
2018090906,354,1581.0,17.399980769301887
2018090906,456,2556370.0,11.81218100641188
2018090906,480,2507166.0,17.09755591735634
2018090906,534,2506122.0,10.700071424927486
2018090906,604,2556370.0,8.417000677898447
2018090906,752,2558105.0,10.650415225476204
2018090906,776,2543468.0,6.415762780013058
2018090906,868,2507166.0,11.39014387744578
2018090906,922,2556370.0,13.514043255283008
2018090906,1027,2558105.0,5.953521206005515
2018090906,1113,2557856.0,17.126032658395562
2018090906,1326,2556370.0,8.542297657115027
2018090906,1441,2543468.0,8.233458007856271
2018090906,1465,2557856.0,5.516000414880748
2018090906,1493,2543468.0,4.270312927115188
2018090906,1583,2495471.0,5.813212415930383
2018090906,1799,2556370.0,-0.5215001217567661
2018090906,1823,2558019.0,8.459849715090977
2018090906,1851,2556370.0,10.569231825142808
2018090906,1949,2558019.0,12.732141836804722
2018090906,2020,2558019.0,4.359299621030987
2018090906,2261,2543468.0,7.2008911201557595
2018090906,2310,1581.0,12.772525924134888
2018090906,2339,2553895.0,11.228872799357623
2018090906,2409,2543468.0,11.232629548226468
2018090906,2607,2558019.0,14.295136784783459
2018090906,2648,2558928.0,16.760133134783665
2018090906,2812,2556370.0,7.566711824491211
2018090906,2868,2558019.0,10.668583323006336
2018090906,2923,2556370.0,11.520690632574555
2018090906,2981,2553895.0,10.23740384324334
2018090906,3051,2543468.0,11.46413797164065
2018090906,3143,2558019.0,0.45224970807060316
2018090906,3167,2541834.0,17.017271549541174
2018090906,3195,2556370.0,9.879260293910377
2018090906,3223,2556370.0,19.103471138222535
2018090906,3311,2553895.0,9.588369811236916
2018090906,3335,2543468.0,-8.207075599582463
2018090906,3546,2558928.0,7.052597413848963
2018090906,3570,2506122.0,-0.9419930457760328
2018090906,3594,2506122.0,-0.07880320409118369
2018090906,3708,2558019.0,5.616543820955396
2018090906,3776,2506122.0,3.8984639832132455
2018090906,3834,2556370.0,0.06274231810607311
2018090906,3967,1581.0,10.8631338250816
2018090906,4116,2556370.0,8.37598443159489
2018090906,4140,2507166.0,9.248736407298681
2018090906,4173,2556370.0,8.945596367164828
2018090906,4201,2556370.0,6.392483803359586
2018090906,4229,2558019.0,2.4210448601184567
2018090909,79,2540160.0,-2.031957892275285
2018090909,157,2540011.0,13.732090566961093
2018090909,225,2543491.0,11.409405398519187
2018090909,453,2553435.0,5.572569557176525
2018090909,477,2560781.0,4.179095612240735
2018090909,556,2495826.0,0.4116805690583405
2018090909,784,2540011.0,7.3812238468678615
2018090909,851,2506106.0,6.269582906871932
2018090909,1005,2540011.0,18.600485709254816
2018090909,1071,2540011.0,11.311767858496697
2018090909,1126,2540160.0,14.129225108903608
2018090909,1218,2552415.0,6.055773937299335
2018090909,1446,2540011.0,14.5912078359172
2018090909,1470,2543491.0,15.235797141950304
2018090909,1494,2507164.0,12.52683946004387
2018090909,1535,2540160.0,12.45185868552624
2018090909,1559,2543491.0,2.163215158782668
2018090909,1583,2552415.0,9.257027843147428
2018090909,1722,2540011.0,9.723590676300134
2018090909,1772,2540160.0,12.018960128382925
2018090909,1899,2506106.0,8.031074575590132
