principal component 1,principal component 2
0.8550780026250956,0.3097527176705442
1.7868806979901288,0.4295231220154845
1.607452185969928,0.5764895048423079
0.01113310039983173,-0.3656521965371999
0.2150699365231696,0.3680500571544897
1.0068284411880688,-0.422627532440712
0.9504141175937264,-0.5933538208779957
0.37601625935903243,-0.5537955095536393
0.23430245893955814,0.31860943245537676
1.5929613302616052,-0.619352386994982
2.7475952631542535,1.0835861642766575
3.3334810058888826,1.5850926959052054
2.669332679394831,0.0040161482714218015
-0.294346733769026,0.37621098352119803
1.5394534286401296,0.8991506006594512
3.0006839683234174,1.6248546172894247
0.1498048700581074,1.133245118687745
-0.3117432424826013,0.11589294886089672
0.11533079067100832,0.17022776495797703
0.9204863888202266,0.06664417188359045
0.5915169412588467,0.5636146452913605
0.169298588585679,-1.2792572678410286
0.41198603805507406,-1.0618071530408173
0.011655496595289038,1.3152524089966717
-0.5379847373023761,1.4345729567279826
-1.688935162908002,1.019419674499219
0.05812721140427754,-0.523485096876904
1.1122165056910007,1.0668172701693042
3.7853770978543455,0.2985562622670189
1.5063652736008701,-0.7010746156732792
0.11296434347441046,0.41248109927595933
-0.3030578861688586,-0.6316331563582982
-0.05394711476898293,0.47380096777681446
-0.22448832253883685,0.47130391590938503
-1.5317295370937998,0.37068294757781256
-0.6496318834409447,0.057625754725295325
0.8618283017610114,0.35604169034242783
0.9908113093052602,-0.004610456650969492
-0.4307116380503388,0.7936217978273522
-0.8352300807201554,0.3531645963292092
-0.4965144482390156,-0.5180477153619486
-0.9119965318008096,0.05882813327425749
-0.753188310395674,0.27543019580872286
-1.0946702733199516,0.396675379925867
-2.481516258950876,-0.31846557887544413
-0.3529312067404873,0.4202506111859369
1.5650351922899999,0.7187114182727546
0.020139381504781267,0.9951070321422778
2.091876361856963,-0.1593638322433575
-0.17586913640399965,0.3906243195032412
0.7114593150866682,0.2836284330350263
-0.660517546964604,-0.25960003127848846
1.380273280786745,0.14238838801914702
0.7707817448015039,0.37852874371917217
1.067126518186779,0.3300929805958715
1.2935419794140766,1.0624286440252824
1.4105020575761307,0.3663138701231306
-0.30032641331320364,-0.031797140730114484
-1.300141267949112,1.2413861241929158
3.579528331605432,0.18790542174583388
-0.572172067505037,1.1470803486864496
1.1552278318173475,-1.1163772573004989
-0.44025862151886014,0.9464886532742968
-1.3552961395645116,-0.46960790188764107
0.65628832294318,0.9781973336100356
-0.7154265979303432,0.27981861380997947
2.9128864519451017,1.69990884429502
5.517560593083204,5.654695111458656
0.44931301362776455,0.13830715065295351
0.3887827387142697,-0.03525918294693931
